NOME,CNPJ,END.,SITE,SEG,FOMATO,TFIXO,RESPON,EMAIL,NCM1,NCM2,MOTIVO,IMPORT,IMPORTK,PAISES,CARGO
Imex - Comissaria de Despachos Aduaneiros Ltda,08.985.027/0001-92,"Rua Marechal Floriano 24 Sala 106, Pio X, Caxias do Sul RS, 95020-370",https://www.imexdobrasil.com.br/,Others,Outros,5511966151195 ,Rosa Sabino,vendas1@imexdobrasil.com.br,847160,,Estudo de mercado,Sim,Não,China,
SELETO COMERCIAL IMPORTADORA E EXPORTADORA LTDA,23.865.062/0001-61,"RUA MARCOS EMÍLIO VERBINNEN, N89, AGUA VERDE - JARAGUA DO SUL/SC - CEP 89254-600",https://seletocomex.com.br/,Others,Trading,5547991931150 ,Abnerh ,vendas2@seletocomex.com.br,39231090,842700,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"CHINA, COREIA, EUROPA ",
FUTURE MEDICAL LTDA,27.545.324/0002-42,"Rua Cayowaa, 759 05018-001",https://www.futuremed.com.br/,Health & Medical devices,Distribuidor,5548999340168 ,Simone da Silva Fernandes,adm@futuremed.com.br,902214,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,,
CONVERGENCE TECHNOLOGY INDÚSTRIA E COMÉRCIO DE ELETRÔNICOS LTDA.,08.460.194/0001-10,"Avenida Presidente Getúlio Vargas, 140 37655-000",https://protection.com.br/,"Electronics, Computers & Telecommunication",Indústria,553534342122 ,"
Maurício",importacao@protection.com.br,830140,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
Edantex Comercio Importacao e Exportacao Ltda.,16.669.045/0001-93,"ANTONIO BETTINI, 87, , CEP:18.520-000, CERQUILHO - SP",www.edantex.com.br,Others,Distribuidor,551133853310 ,Willian A. Antunes,willian@wiler-k.com.br,48142000,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,"CHINA, BELGICA, FRANCA, ITALIA",
SENSORVILLE ELETRO ELETRONICA E AUTOMACAO,76.589.308/0001-86,"Rua Evaristo da Veiga, 193, Glória, ZC 89216-215, Joinville/SC ",http://sensortraffic.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,554734225111 ,Gustavo Bay Gonçalves,gustavo@sensorville.com.br,84238900,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,"Italia, Alemanha, China",
PHARMASYNTEX DO BRASIL PRODUTOS QUIMICOS FARMACEUTICOS SA,37.590.166/0001-15,"AVENIDA COMENDADOR LEOPOLDO DEDINI, 2260, GALPAO7 E 8 ,CEP:13422-210 UNILESTE, PIRACICABA , SP",http://pharmasyntex.com.br/,Chemicals & Pharmaceuticals,Indústria,5519991419718 ,Andrea Molon,andreamolon@pharmasyntex.com.br,3913909090,33049990,Demanda futura (Importação nos próximos 6 meses),Não,Não,,
TECFILM MATERIAL HOSPITALAR EIRELI,03.297.005/0001-16,"Rua Bernardino, 94 25525-340",https://www.instagram.com/jmedmedicohospitalar/,Health & Medical devices,Distribuidor,5521994559758 ,Thaysa,contato@jmed.co,90229091,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
SUTUMED INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA,22.910.512/0001-28,"Avenida Coronel Soares, 9 CENTRO PIRATININGA - SP 17490-001",nowebsite,Health & Medical devices,Distribuidor,551432652268 ,Elaina Edwirges Goncalves Miranda,elainaegmiranda@gmail.com,90183220,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
CENTRO DE INFORMATICA E AUTOMACAO DO ESTADO DE SC S/A,83.043.745/0001-65,"Rua Murilo Andriani, 327 – Bairro Itacorubi – Florianópolis – SC – CEP 88034-902",www.ciasc.sc.gov.br,"Electronics, Computers & Telecommunication",Prestadora de Serviço,554836641000 ,Gabriel Vieira Ferrari,gabriel@ciasc.sc.gov.br,88079021,,Avaliação de novos fornecedores,Não,Não,,
HADASSAH COSMETICOS LTDA,07.967.729/0001-80,"Rua F, 55 - Setor Alto da Boa Vista
Sao Luis de Montes Belos / Goias
76100-000",https://www.hadass.com.br/,Beauty & Living Ware,Distribuidor,556281471177 ,Rebeca Schmid,rebeca@hadass.com.br,540419,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
LEAO ENERGIA INDUSTRIA DE GERADORES LTDA.,10.837.578/0001-50,"Rodovia Carlos Joao Strass, 655
PARQUE INDUSTRIAL ALICANTE
LONDRINA - PR - 86087-350",www.leaoenergia.com.br,Machinery & Heavy equipment,Indústria,554332946426 ,Fabiano Lovato,fabiano.lovato@leaoenergia.com.br,84213990,84059000,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
LEGADO USINAGEM LTDA.,05.947.370/0001-54,"Rua Guacui, 60
CHACARAS REUNIDAS
SAO JOSE DOS CAMPOS - SP
12238-480",https://www.legadousinagem.com.br/,Metals & Rubber & Plastic Products,Indústria,551233080004 ,"Renato Esposito Duarte	",renato@legadousinagem.com.br,8208,,Avaliação de novos fornecedores,Sim,Não,,
RESIDROX COMERCIO E REPRESENTACOES LTDA.,13.400.548/0003-32,"Rua Santa Clara, 267 - Lote 07, Quadra 2 - Parque Industrial San Jose
Cotia / SP
06715-867",www.residrox.com.br,Chemicals & Pharmaceuticals,Distribuidor,5511991443440 ,Rafael Tochetti,rafael.tochetti@residrox.com.br,28030019,28230010,Avaliação de novos fornecedores,Sim,Sim,,
Sanofi Medley Farmaceutica LTDA,10.588.595/0012-54,"Avenida das Nacoes Unidas, 14401
Cond Parque da Cidade Edif Sucupira Andar 6 A 10 11 Parte B 12
VILA GERTRUDES
SAO PAULO - SP
04794-000",https://www.medley.com.br/,Chemicals & Pharmaceuticals,Indústria,5519981945094 ,Jussara Barbutti,Jussara.Barbutti@sanofi.com,300490,,Avaliação de novos fornecedores,Não,Não,"Europa, India, China",
REDE TOP - OFICINA AUTOMOTIVA,21.314.592/0001-96,"Av. Almirante Alexandrino de Alencar, 595
Barro Vermelho
Natal – RN",https://redetopoficina.com.br/,Automobiles & Vehicles,Distribuidor,558422260202 ,Fernando Pioatto,fernandopoiatto@redetopoficina.com.br,870830,,Conference Call,Não,Não,,
ALECRIM DISTRIBUIDORA DE AUTO PECAS,17.551.051/0001-04,"Rua Doutor Mario Negocio, 1530
ALECRIM
NATAL - RN
59040-000",http://www.alecrimdistribuidora.com.br/,Automobiles & Vehicles,Distribuidor,558436131976 ,Isaac Araujo ,alecrimdistribuidora@hotmail.com,870830,,Conference Call,Não,Não,,
Medley  - Sanofi-Aventis Farmaceutica LTDA,13.094.578/0008-72," Av. Major Sylvio de Magalhães Padilha, 5200 – Jd. Morumbi, São Paulo – SP, Brasil - CEP 05693-000",https://www.sanofi.com.br/,Chemicals & Pharmaceuticals,Indústria,5519981846262 , Alexandre Boggio,alexandre.Boggio@sanofi.com,300490,,Avaliação de novos fornecedores,Sim,Não,"India, Europa",
CYRO CAVALCANTI AUTO PECAS LTDA,10.723.930/0001-27,"Avenida Prudente de Morais 3140 3152, 1 e 2 Pavimento, C/Dr. Celso Ramalho Lagoa Seca Natal RN 59020-400",https://www.ligpeca.com.br/,Automobiles & Vehicles,Distribuidor,,Edivaldo,edivaldo@cyrocavalcanti.com.br,870830,,Avaliação de novos fornecedores,Sim,Não,,
FORTGIRO DISTRIBUIDORA DE AUTO PECAS LTDA,08.263.965/0001-89,"Rua Sá Andrade, n° 368 - Varadouro, João Pessoa-PB 58010",https://www.fortgiro.com.br/site/,Automobiles & Vehicles,Distribuidor,,"
Luiz Henrique Falcao",lfalcao@hotmail.com,870830,,Avaliação de novos fornecedores,Sim,Não,,
GRUPO NC/EMS,57.507.378/0001-01,"RODOVIA JORNALISTA FRANCISCO AGUIRRE PROENCA, KM 08 BLOCO I, II E V, CEP 13186-901, CHACARA ASSAY, HORTOLANDIA ",https://www.ems.com.br/,Chemicals & Pharmaceuticals,Indústria,551938879827 , Daniela Solha,daniela.solha@ncfarma.com.br,300490,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
KOMECO S.A,85.305.258/0001-59,"Rua Arnaldo Silveira de Souza, 1945 Cep: 88104740",https://www.komeco.com.br/,Others,Indústria,554888330611 ,Sandro Santana,sandro.santana@komlog.com.br,850440,,Avaliação de novos fornecedores,Sim,Não,,
SOLIS INDUSTRIA E COMERCIO DE AQUECEDOR SOLAR S.A.,97.546.724/0001-77,"Rua Joao Galo, 1655 BOSQUE DA SAUDE BIRIGUI - SP16200-381",https://solissolar.com.br/,Others,Indústria,5511996499176 ,Beatriz,mkt@solis.ind.br,850440,,Avaliação de novos fornecedores,Sim,Não,,
"RODIC INDUSTRIA E COMERCIO DE GERADORES DE ENERGIA SUSTENTAVEL LTDA
",08.531.759/0001-02,"Avenida Italia, 288 Sala 93 SAO PELEGRINO CAXIAS DO SUL - RS 95010-040",https://www.rodic.com.br/,Others,Indústria,5554991748599 ,Luciano Rombaldi,luciano@rodic.com.br,850440,,Avaliação de novos fornecedores,Sim,Não,,
Mosaic Fertilizantes do Brasil Ltda.,61.156.501/0115-14,"Rua J 103, Distrito Industrial, Rondonópolis MT, 78745-735",https://www.mosaicco.com.br/,Sports and Hobbie and Toys,Varejista,553433522122 ,Adriana Kupcinskas Alencar,impostos.csc@mosaicco.com,3105,,Avaliação de novos fornecedores,Sim,Não,Canada,
"DEL RICO TRANSPORTADORA DE CARGAS LTDA
",21.552.707/0002-61,"Avenida Major Pinheiro Froes, 2176 Vila Maria de Maggi - Suzano - SP CEP 08680-000",http://www.delricotrans.com.br/,Automobiles & Vehicles,Outros,551143548565 ,Henrique de Souza,henrique@delricotrans.com.br,38151290,,Conference Call,Não,Não,,
Gaspar Distribuidora de Produtos Medicos e Hospitalares LTDA,14.909.224/0001-25,Rua Monte Carmelo 180 Sala 1 Floresta Belo Horizonte MG 31015-230,https://www.instagram.com/gaspar_distribuidora/?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D,Automobiles & Vehicles,Distribuidor,553141027777 ,Vitor Gaspar,vgfl1985@gmail.com,35181290,851762,Conference Call,Não,Não,,
PERSIFLEX INDUSTRIA E COMERCIO DE PERSIANA LTDA,01.944.890/0001-52,"Rua Antônieta Veiga de Siqueira, Polo Empresarial de Goiás Aparecida de Goiânia - GO, 74983-660",https://persiflex.com.br/,Textiles & Leather Products,Distribuidor,556292758136 ,Luiz Augusto,suprimentos@persiflex.com.br,540753,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"Coreia, China, Europa",
INTERFLOOR PISOS LTDA,08.054.240/0001-80,"Av. Engenheiro Luís Carlos Berrini, 105, Edifício Thera Office, 512 Cidade Monções, São Paulo-SP, 04571-010",https://www.interfloor.com.br/,Others,Distribuidor,551138123976 ,Adriana ou Lucinda,adriana@interfloor.com,391810,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
A Casa do Policarbonato LTDA,26.309.574/0001-30,"Rua Bom Jesus de Iguape, 4973,Boqueirao,Curitiba,CEP: 81730-020",https://casadopolicarbonato.com/,Metals & Rubber & Plastic Products,Distribuidor,554135383641 ,Allison,allison@casadopolicarbonato.com,392061,,Avaliação de novos fornecedores,Sim,Não,"China,Israel",
DENTAL ARAGAO,58.957.937/0001-30,"RUA HELENA JACQUEY, 318, SAO BERNARDO DO CAMPO, SP 09635-060",https://www.aragao.com/,Health & Medical devices,Distribuidor,551143623939 ,Edison de Aragão Bevilaqua ,edison@aragao.com,30029092,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
CENTRAL DO ACRILICO LTDA,02.281.258/0001-39,"Rua Prefeito Gabriel Jose Antonio, 184 e 194, Vila Nova Sao Joao, GUARULHOS - SP, 07024-120",https://www.centraldoacrilico.com.br/,Metals & Rubber & Plastic Products,Distribuidor,551124256500 ,"Rodolfo Uchella	",compras@centraldoacrilico.com.br,392061,,Avaliação de novos fornecedores,Sim,Não,"China,Israel",
DAY BRASIL S/A,49.327.943/0020-85,"Rodovia Br 116 - Km 148, S/N, Quadra 1648 - Lote 007 - Predio 17593, SAGRADA FAMILIA, CAXIAS DO SUL - RS, 95054-780",https://daybrasil.com.br/,Metals & Rubber & Plastic Products,Distribuidor,551136137744 ,Abraham Graicar,suprimentos@daybrasil.com.br,392061,,Avaliação de novos fornecedores,Sim,Não,China,
Orion Brazil LTDA,37.966.458/0001-00,"Rua Jacarezinho, 1459
MERCES
CURITIBA - PR
80810-130",www.orionvent.com.br,Food and Drinks,Distribuidor,551138374080 ,Ms Natiele Fernandes,natiele.fernandes@orionvet.com.br,292241,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
PoliNutri Alimentos S.A.,60.210.515/0002-29,"Rodovia Quarto Anel Viario Km 44, S/N
COACU
EUSEBIO - CE
61760-000",www.polinutri.com.br,Food and Drinks,Indústria,551121010201 ,Sérgio Fermino,sergio.fermino@polinutri.com.br,292241,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, India",
Pisoclean Comercio e Servicos de Limpeza LTDA,02.683.474/0001-00,"Rua Tenente Ary Tarrago, 2910
JARDIM PLANALTO
PORTO ALEGRE - RS
91225-002",www.pisoclean.com.br,Others,Indústria,555133447415 ,s Carla Barone,carlabarone@pisoclean.com.br,210120,,Demanda futura (Importação nos próximos 6 meses),Não,Não,,
MELO DISTRIBUIDORA DE PECAS LTDA,04.618.302/0001-89,"Rua Tefe, 487 PRACA 14 DE JANEIRO MANAUS - AM 69020-090",https://www.melopecas.com.br/,Automobiles & Vehicles,Distribuidor,559221214000 ,Alexander Andrade,alexander.andrade@melopecas.com.br,870830,,Conference Call,Sim,Não,"China
Estados Unidos
Alemanha
Suécia",
Jang Su Comercio e Serviço de Artigos Medicos e Ortopedicos LTDA,28.173.124/0002-79,"AVENIDA DOS AUTONOMISTAS, 2622
ANDAR 1 - OSASCO | SP CENTRO 06090-010",,Health & Medical devices,Varejista,551171731277 ,Seongmin Yoon ,moonbow@hotmail.com,842121,,Conference Call,Sim,Não,,
C M e Comercio de Maquinas e Equipamentos LTDA,32.300.758/0001-31,"Avenida Brasil, 20201 - Coelho Neto, Rio de Janeiro - RJ, 21515-000",www.continentalmaquinas.com.br,Machinery & Heavy equipment,Distribuidor,552133954144 ,David Domecg,david@continentalmaquinas.com.br,84059000,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
WUTZL SISTEMAS DE IMPRESSAO LTDA,49.032.279/0001-84,"Rua Silvestre Vasconcelos Calmon, 330, Vila Moreira / CEP. 07020-001, Guarulhos / SP- Brasil",http://www.wutzl.com.br/,Office & School Supplies,Distribuidor,551124754247 ,Alexandre Marques,marketing@wutzl.com.br,32121000,,Demanda futura (Importação nos próximos 6 meses),Não,Não,,
KELVION INTERCAMBIADORES LTDA,47.344.197/0001-40,"Rodovia Edgar Maximo Zamboto, S/N, Km 43 5, GLEBAS, FRANCO DA ROCHA - SP, 07834-000",https://www.kelvion.com/br/,Machinery & Heavy equipment,Indústria,5513991519890 ,Reginaldo Oliveira,reginaldo.oliveira@kelvion.com,732619,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China,Alemanha,Coreia do Sul",
ASVOTEC TERMOINDUSTRIAL LTDA,56.995.681/0002-00,"Rodovia Conego Ciryaco Scaranello Pires, S/N,Km Km 01 Galpao B,JARDIM CHAPADAO,MONTE MOR - SP,13193-580",https://asvotec.com.br/,Machinery & Heavy equipment,Indústria,551938798798 ,Diego Queiroz,diego.queiroz@asvotec.com.br,730791,,Avaliação de novos fornecedores,Sim,Não,China,
KREITON CALDEIRARIA E USINAGEM LTDA,64.995.160/0001-09,"Rua Soldado Antonio Lopes Pereira, 52,RECREIO CAMPESTRE JOIA,INDAIATUBA - SP,13346-610",http://kreiton.com.br/,Machinery & Heavy equipment,Indústria,551939351444 ,Roseli,Roseli@kreiton.com.br,730791,,Avaliação de novos fornecedores,Sim,Não,China,
SOCIAL DISTRIBUIDORA COMERCIAL LTDA,19.751.558/0001-37,"RUA SÃO PATRÍCIO, N.182, QD. 08, LT. 01 A 10, BAIRRO IPIRANGA, CEP 74.453-400. GOIÂNIA - GOIÁS",https://socialdistribuidora.com.br/,Automobiles & Vehicles,Distribuidor,556240081010 ,Marco Aurelio,diretoria@socialdistribuidora.com.br,870830,,Conference Call,Não,Não,,
Infotech Comercio de Componentes Eletronicos LTDA,06.212.993/0001-41,"Rua Dalia, 499 Sala 01 JARDIM DAS FLORES OSASCO - SP 06114-030",https://loja.smartcore.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,5511981274959 ,Ricardo Antonio Nunes,vendas@smartcore.com.br,854231,,Avaliação de novos fornecedores,Sim,Não,China,
Exatron Industria Eletronica LTDA,90.191.529/0001-22,"Rua Engenheiro Homero Carlos Simon, 1089 GUAJUVIRAS CANOAS - RS 92442-000",www.exatron.com.br,"Electronics, Computers & Telecommunication",Distribuidor,555133575000 ,Leonardo Moliterni ,leonardo.moliterni@exatron.com.br,854231,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
JLG LATINO AMERICANA LTDA,03.518.734/0001-55,"ANTONIA MARTINS LUIZ, 580, , CEP:13.347-404, INDAIATUBA - SP",https://www.jlg.com/pt-br,Machinery & Heavy equipment,Indústria,,Adriano Peres Leandro,apleandro@jlg.com,85072010,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,,
ESCOLA PRONTA COMERCIO E DISTRIBUICAO LTDA,49.827.227/0001-02,"AVENIDA ALTAMIRO AVELINO SOARES, 342, ANDAR 2 SALA 1, 31330-000, CASTELO, BELO HORIZONTE ",https://escolapronta.com.br/,Others,Distribuidor,5531995443331 ,Edvaldo Soares,edvaldodiretoria@bancodeatas.com.br,847160,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,
Brink Mobil Equipamentos Educacionais LTDA,79.788.766/0001-32,"Rua Napoles 149, Atuba, Colombo, PR, 83413-220",https://www.brinkmobil.com.br/,Others,Distribuidor,554130528860 ,Silvana Zilli,robotica@brinkmobil.com.br,950450,,Avaliação de novos fornecedores,Sim,Não,Alemanha,
NOVA PREMIER CONSULTORIA E REPRESENTACOES LTDA,29.241.487/0001-86,"Rua Arnaldo Zumntein, 296 - 13296-084, Itupeva - São Paulo",http://www.novapremier.com.br/,Beauty & Living Ware,Trading,5511976738848 ,Alexandre Canuto,contato@novapremier.com.br,90184990,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
FW PERFORMANCE IMPORTACAO E DISTRIBUICAO DE PECAS LTDA,11.351.045/0002-08,"Rua Alfredo Achcar, 923 NOVA VINHEDO VINHEDO - SP 13284-072",https://fwperformance.com.br/en/home-2/,Automobiles & Vehicles,Distribuidor,551938265444 ,"Andre Luiz de Stefano Lago	",andre@fwperformance.com.br,870830,,Conference Call,Não,Não,,
CIKALA COMERCIO E SERVICOS LTDA,03.932.097/0001-69,"Rua Quarunás, 320 - São Paulo - SP CEP: 03734-220",https://www.cikala.com.br/?/?utm_source=google&pht=23201550599711569&gad_source=1&gclid=CjwKCAiAx_GqBhBQEiwAlDNAZka7NVzIt4N7hbodqWGDzJgTIqqgUDIgbVECMj1yjcKBFQQMFDKZWBoC38EQAvD_BwE,Others,Distribuidor,551120824444 ,Jose,compras@cikala.com.br,392690,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,CHINA,
Ambar Energia S/A,01.645.009/0003-84,"Av. Marginal Direita do Tiete, 500, Vila Jaguara - Sao Paulo / Sao Paulo 05118-100",https://ambarenergia.com.br/,Others,Prestadora de Serviço,551136681044 ,Rodrigo Senne,rodrigo.senne@ambarenergia.com.br,842139,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,
Evolutec Ind. e Com. de Eletronicos LTDA,07.969.737/0001-66,"Av. José Tadeu Nunes, 506, Jd N. Sra Aparecida Campo Mourão – PR CEP: 87309-295",https://evolutec.ind.br/,"Electronics, Computers & Telecommunication",Prestadora de Serviço,5544991499967 ,Juliano Conforto ,juliano@evolutec.ind.br,841410,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,CHINA,
MGITECH COMERCIO IMPORTACAO E EXPORTACAO LTDA,17.590.881/0001-40,"Avenida Joao Xxiii, 300, Socorro, Mogi das Cruzes, SP CEP: 08.780-830 - Brasil",https://www.mgitech.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,5511984096272 ,Ana Beatriz Souza,ana.souza@mgitech.com.br,844332,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,"CHINA, ESTADOS UNIDOS ",
POLYCHEM PRODUTOS QUIMICOS LTDA,67.116.491/0001-01,"Rua Pedro Goncalves, 1400, Conj 81, CENTRO, INDAIATUBA - SP, 13330-210",https://polychem.com.br/,Chemicals & Pharmaceuticals,Indústria,551925167171 ,Sandra Zupo,sandra.zupo@polychem.com.br,391990,,Estudo de mercado,Não,Não,,
PETROCHEM INTERNACIONAL LTDA,86.834.900/0001-50,"Rua Leonardo R da Silva, 137, Loteamento Cond Nossa Senhora de Lourdes Quadra Unica Lote 02, PITANGUEIRAS, LAURO DE FREITAS - BA, 42700-130",https://www.petrochem.com.br/,Others,Distribuidor,557133791657 ,Helder,Helder@petrochem.com.br,391990,,Estudo de mercado,Sim,Não,China,
Bel Micro Tecnologia S/A,71.052.559/0001-03,"Via Vereador Joaquim Costa, 65 CAMPINA VERDE CONTAGEM - MG 32150-971",https://belmicro.com.br/,Others,Distribuidor,553187648584 ,Frederico Leitao,frederico.leitao@belmicro.com.br,850760,,Conference Call,Não,Não,,
Pharmatech Importacao e Exportacao LTDA,46.556.287/0001-31,"Alameda Terracota, 185 Conj 426 CERAMICA SAO CAETANO DO SUL - SP 09531-190",https://www.phatech.com.br/,Health & Medical devices,Trading,5515981446384 ,Adriel,comercial@pharmatec.net.br,902290,,Conference Call,Sim,Não,,
Centro Oeste Distribuidora de Pecas Automotivas LTDA,16.537.746/0001-79,"Logradouro: Rua Dos Lirios, SN Complemento: Quadra45 Lote 12E Galpao 2 Bairro: Parque Primavera CEP: 74913-126 Município: Aparecida de Goiânia Estado: Goiás",https://www.centrooestedistribuidora.com.br/,Automobiles & Vehicles,Distribuidor,556239564200 ,Celso,compras@centrooestedistribuidora.com.br,870830,,Conference Call,Sim,Não,,
VALLOR TRADING IMPORTAÇÃO E EXPORTAÇÃO S/A,26.337.767/0001-02,"Rua Dr. Pedro Ferreira, 333, Itajaí / Santa Catarina",https://vallortrading.com.br/,Others,Distribuidor,554199122864 ,Felipe Lessa Chaves,felipe@dinatec.ind.br,842139,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,
DAMMAPAC INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,31.087.447/0001-73,"Estrada Recanto das Palmeiras, 81 R.A, Recanto das Palmeiras, Ribeirao Preto, SP
CEP: 14.079-420, Brasil",damma.ind.br,Machinery & Heavy equipment,Distribuidor,5516982065484 ,"	
Danilo Cristiano da Silva Oliveira",danilo@damma.ind.br,391740,,Demanda imediata (Importação nos próximos 3 Meses),Não,Não,,
QUIMIPROD REPRESENTACOES E COMERCIO LTDA,02.757.311/0001-25,"R ALZIRO CICCHETTO, 170 - Cidade Vinhedo, São Paulo, CEP 13.280-000",www.quimiprod.com.br,Chemicals & Pharmaceuticals,Distribuidor,551938764845 ,Francisco Carlos,francisco@quimiprod.com.br,38180090,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do Sul,CEO
ZAIRAM AGROCOMM IMPORTACAO E EXPORTACAO DE CEREAIS LTDA,10.157.330/0001-49,"Avenida Horacio Raccanello Filho, 5570, MARINGA - PR, 87020-035",http://zairam.com.br/,Sports and Hobbie and Toys,Consultoria,554432653500 ,Marcelo Zingertas,marcelo@zairam.com.br,100510,03061790,Demanda futura (Importação nos próximos 6 meses),Não,Não,,CEO
Med Solutions LTDA,51.804.785/0001-96,"Rua Parana 107 Sala 46
Chacara do Solar I (Fazendinha)",https://www.importbs.com/,Health & Medical devices,Distribuidor,551151838351 ,Gustavo corerato,gustavo.corerato@importbs.com,90183929,30049099,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,Europa,CEO
Dana Industrias LTDA,00.253.137/0002-39,"Avenida Fernando Stecca 780
Cl S J Tadeu

",https://www.dana.com/,Automobiles & Vehicles,Indústria,5515997343851 ,Francesco Schissi,francesco.schissi@dana.com,820730,,Conference Call,Sim,Não,,MANAGER
"ALPHACOMMERCE COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS OPTICOS LTDA.",14.187.127/0001-76,"Alameda Araguaia, 2044, Conj 611 Bloco 1 Centro Emp Araguaia
SITIO TAMBORE, BARUERI - SP",https://www.alphacommerce.com.br/,Others,Distribuidor,551124247365 ,FABIO NAVAS,fabio.navas@alphacommerce.com.br,901850,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Coreia do sul",CEO
